Business Id,Business Name,Address,Take-out,Wi-Fi,Alcohol,Good for Kids,Parking,Good For Lunch,Good For Dinner,Good For Dessert,Good For Latenight,Good For Brunch,Good For Breakfast,Stars
O6MyV5uqwZabD5dKbT294Q,Restaurant,7531 W Lake Mead Blvd Ste 300 Las Vegas NV 89128,1,0,1,0,1,0,0,0,0,0,0,3.5,
nAfwI6ygLXLH_LGQH9GbmA,Restaurant,7200 W Lake Mead Blvd Las Vegas NV 89128,1,0,1,0,1,0,0,0,0,0,1,3.5,
LlAFlTGHWVds8xQS-ly9Bg,Restaurant,8580 W Lake Mead Blvd Summerlin Las Vegas NV 89128,1,0,1,0,0,0,0,0,0,0,0,4.0,
VYCbveCk-j4UR_aSTuASJA,Restaurant,2610 Regatta Dr Summerlin Las Vegas NV 89128,1,0,1,0,1,0,1,0,0,0,1,3.5,
S9jqNbEHIsOf2JTJ-yIe0w,Restaurant,8564 W Lake Mead Blvd Summerlin Las Vegas NV 89128,1,0,1,0,0,0,0,0,0,0,1,3.5,
YzdGufP7VFwQneDKzb37hQ,Restaurant,1940 Rock Springs Dr Las Vegas NV 89128,1,0,1,0,1,0,0,0,0,0,0,2.0,
1dk07edqr5_7goS6AnXAjw,Restaurant,8455 W Lake Mead Blvd Summerlin Las Vegas NV 89128,1,0,1,0,1,0,1,0,0,0,0,4.0,
tGx7BSyqWDeppMvt2aQw_A,Restaurant,1750 N Buffalo Dr Ste 115 Summerlin Las Vegas NV 89128,1,0,1,0,1,0,0,0,0,0,1,3.5,
ZBVXf0uC7k8iKDYCIMa2tQ,Restaurant,2227 N Rampart Blvd Summerlin Las Vegas NV 89128,1,0,1,0,1,0,0,0,0,0,1,3.5,
kfhlEFpZlKIfInAC5XDuxw,Restaurant,7480 W Lake Mead Blvd Las Vegas NV 89128,1,0,1,0,0,0,0,0,0,0,1,3.5,
fgDJP-wW_Fr_tD2ywkHEJA,Restaurant,7150 W Lake Mead Boulevard Las Vegas NV 89128,1,0,1,0,0,0,0,0,0,0,0,2.5,
QnTdvqfbbX0d0LjV_y_6_w,Restaurant,7501 W Lake Mead Blvd Las Vegas NV 89128,1,0,1,0,1,0,0,0,0,0,0,3.5,
HNmyXUXKSr3JI2yXuU7EMQ,Restaurant,2239 N Rampart Blvd Summerlin Las Vegas NV 89128,1,0,1,0,0,0,0,0,0,0,0,3.5,
XcR-GFhRoHyoJFBE9r1hIQ,Restaurant,2131 Rock Springs Dr Las Vegas NV 89128,0,0,0,0,0,0,0,0,0,0,0,1.5,
noNwSURKeBMLD6Dfv1cpKw,Restaurant,7290 W Lake Mead Blvd Las Vegas NV 89128,0,0,0,0,0,0,0,0,0,0,0,3.5,
bpGFetX8muk0GxAT3Oea3Q,Restaurant,7331 W Lake Mead Blvd Ste 105 Las Vegas NV 89128,1,0,1,0,1,0,1,0,0,0,0,4.5,
KM3O4Fs29fCyI5sqo62PgQ,Restaurant,7331 W Lake Mead Blvd Ste 106 Las Vegas NV 89128,0,0,0,1,0,0,0,0,0,0,0,2.5,
VHCYxuMllRr0U9lbnBMuyA,Restaurant,1950 N Buffalo Dr Summerlin Las Vegas NV 89128,1,0,1,0,1,0,0,0,0,0,0,3.5,
lqx--hrRwe0oK6WnFYNXlg,Restaurant,2620 Regatta Dr Ste 106 Summerlin Las Vegas NV 89128,0,0,1,0,1,0,0,0,0,0,0,4.0,
7hOWdXrR7ndiSaFH7Ofi1A,Restaurant,2071 Rock Springs Dr Las Vegas NV 89128,1,0,1,0,0,0,0,0,0,0,0,4.0,
hHtnI48vIcL0ZJfc-_LYDA,Restaurant,7510 W Lake Mead Blvd Las Vegas NV 89128,1,0,0,0,0,0,0,0,0,0,0,3.0,
a8n9OkEQGQvKHWPv93OC2Q,Restaurant,7501 W Lake Mead Blvd Ste 100 Las Vegas NV 89128,1,0,1,0,1,0,0,0,0,0,0,3.5,
uwy_04v5iVHOWb8U845wug,Restaurant,2255 N Rampart Blvd Summerlin Las Vegas NV 89128,1,0,1,0,1,0,0,0,0,0,0,3.5,
_2HFbrYZFp2p59hptZeDbw,Restaurant,1750 N Buffalo Dr Summerlin Las Vegas NV 89128,1,0,1,0,0,0,0,0,0,0,0,4.0,
8FPi95ZuJHF30N-einyEmw,Restaurant,7550 W Lake Mead Blvd Ste 8 Summerlin Las Vegas NV 89128,1,0,1,0,1,0,0,0,0,0,0,2.5,
C_7XW_kw9JtFkE8dzI7BiQ,Restaurant,7460 W Lake Mead Blvd Ste 8 Las Vegas NV 89128,1,0,1,0,1,0,1,0,0,0,0,4.0,
Su2-lf8TbowpHZcS3XIRfQ,Restaurant,3221 North Rancho Drive Northwest Las Vegas NV 89108,1,0,0,0,0,0,0,0,0,0,0,3.0,
W3z8TV-MZIYkWgfN6cyJPg,Restaurant,4442 N Decatur Blvd Northwest Las Vegas NV 89130,1,0,1,0,0,0,0,0,0,0,0,2.5,
p9chyHwl6KJ5B6C935hRSw,Restaurant,5081 N Rainbow Blvd Ste 103 Northwest Las Vegas NV 89130,1,0,1,0,1,0,0,0,0,0,0,4.5,
ox2rL_UzIkvwMHIZC72DHw,Restaurant,4886 W Lone Mountain Rd Northwest Las Vegas NV 89130,1,0,1,0,0,0,0,0,0,0,0,3.0,
Klkzp8MC1qSKZDkTLYkcQA,Restaurant,7135 W Ann Rd Northwest Las Vegas NV 89130,1,0,1,0,0,0,0,0,0,0,0,3.5,
tCpPBS3txiz9dzm5trJusQ,Restaurant,4343 N Rancho Dr Ste 100 Northwest Las Vegas NV 89130,1,0,0,0,0,0,0,0,0,0,0,3.0,
Xh72J-rep2vkskAq1TCMeQ,Restaurant,7171 W Ann Rd Northwest Las Vegas NV 89130,1,0,1,0,0,0,0,0,0,0,1,3.0,
rdFoHyN4apsyelq_9khE_g,Restaurant,4949 N Rancho Dr Northwest Las Vegas NV 89130,1,0,0,0,0,0,0,0,0,0,0,2.0,
tZBLpE-qZejHRO9LmlCnHQ,Restaurant,4949 N Rancho Dr Northwest Las Vegas NV 89130,1,0,0,0,0,0,0,0,0,0,0,2.0,
P1BK2ke-N4XLsBSNWpSeLQ,Restaurant,4588 N Rancho Dr Ste 7 Northwest Las Vegas NV 89130,1,0,1,0,1,0,0,0,0,0,0,4.0,
2FurIZ1RmC9HndCQJAZJKA,Restaurant,3211 N Rancho Dr Northwest Las Vegas NV 89130,0,0,1,1,0,0,0,0,0,0,0,4.0,
AR6Yx2677bu5INGALoOsdw,Restaurant,2400 N Rancho Dr North Las Vegas NV 89030,0,0,1,1,1,0,0,1,0,0,0,2.5,
l6I8clI3lsVJYcRODjLjUg,Restaurant,4418 N Rancho Dr Northwest Las Vegas NV 89130,1,0,1,0,0,0,0,0,0,0,0,3.0,
3Nt3CA4IDxt0SeQO24gb-Q,Restaurant,6250 Rio Vista St Centennial Las Vegas NV 89130,1,0,1,0,1,0,1,0,0,0,0,3.5,
aidjBZ-cLeRmrsAPM6ZkcA,Restaurant,4543 N Rancho Dr Northwest Las Vegas NV 89130,1,0,1,0,1,0,0,0,0,0,0,3.5,
3BBqVbU_Z-kCcUfV3xIUYQ,Restaurant,3103 N Rancho Dr Las Vegas NV 89130,0,0,1,0,1,0,0,0,0,0,0,3.0,
pPoBiFyTjwPSg3R2Q3AeVQ,Restaurant,3520 N Rancho Dr Northwest Las Vegas NV 89130,0,0,0,0,0,0,0,0,0,0,0,3.0,
gtlAwb0eZ4rPWjv_42OUCA,Restaurant,3175 N Rancho Dr Northwest Las Vegas NV 89130,1,0,0,0,0,0,0,0,0,0,0,2.0,
aBQZx0tUdFvsZ5kAMR-eWQ,Restaurant,4470 N Rancho Dr Northwest Las Vegas NV 89130,1,0,1,0,0,0,0,0,0,0,0,3.5,
ibUy5WjSFnrFyWZKgzk6xQ,Restaurant,5021 N Rainbow Blvd Northwest Las Vegas NV 89130,1,0,1,0,1,0,1,0,0,0,0,3.0,
cc2GmqotftMW6B4K1PhQ-w,Restaurant,4434 N Rancho Dr Northwest Las Vegas NV 89130,0,0,0,1,0,0,0,0,0,0,0,2.0,
nqUg5UdPVwNABqaM4iuXsw,Restaurant,4898 W Lone Mountain Rd Northwest Las Vegas NV 89130,1,0,1,0,0,0,0,0,0,0,0,1.5,
7tF__YC7VkQs671ZtsYrgw,Restaurant,7045 W Ann Rd Northwest Las Vegas NV 89130,1,0,1,0,0,0,0,0,0,0,0,3.5,
TUxCIJ6Jj2lEOqoVIoUH4g,Restaurant,7045 W Ann Rd Ste 110 Northwest Las Vegas NV 89130,1,0,1,0,1,0,0,0,0,0,0,2.5,
IUNrEkrbBTd2xbEHC4mutQ,Restaurant,4900 W Craig Rd Northwest Las Vegas NV 89130,1,0,1,0,0,0,0,0,0,0,0,3.5,
h0BHOYLztdLqWNI-h4hwOw,Restaurant,4525 N. Rancho Dr. Northwest Las Vegas NV 89130,1,0,1,0,1,0,1,0,0,0,0,3.0,
RR25EwdiL1TfH_bIaKvt7w,Restaurant,4560 N Rancho Dr Northwest Las Vegas NV 89130,1,0,1,0,1,0,0,0,0,0,0,2.5,
rKD-phI46Uc-sQ14lv258w,Restaurant,4412 N Rancho Dr Northwest Las Vegas NV 89130,1,0,1,0,0,0,0,0,0,0,0,4.0,
fm2NFXf6LZRzECByWd2O4w,Restaurant,4945 W. Craig Road Northwest Las Vegas NV 89130,1,0,0,0,0,0,0,0,0,0,0,2.0,
d2aQXdVOTwjVGZaXBXeIgg,Restaurant,8532 Del Webb Blvd Ste 116 Summerlin Las Vegas NV 89134,1,0,1,0,0,0,0,0,0,0,0,3.5,
R1_6Crx6keOZ23AWk1vOuw,Restaurant,1940 Village Center Cir Summerlin Las Vegas NV 89134,1,0,1,0,0,0,0,0,0,0,0,2.5,
LTHq7A5vVAwtqqu5i2ZLUQ,Restaurant,8508 Del Webb Blvd Summerlin Las Vegas NV 89134,1,0,1,0,1,0,1,0,0,0,0,3.5,
k2CdgSzyVR7b-L75tfXHUA,Restaurant,9480 W. Lake Mead Blvd. Summerlin Las Vegas NV 89134,1,0,0,0,0,0,0,0,0,0,0,3.0,
ivi5jHjmf2uV8faGJ9Rfig,Restaurant,1910 Village Center Cir Ste 7 Summerlin Las Vegas NV 89134,1,0,1,0,1,0,0,0,0,0,0,3.5,
yhrTMjhnrCsqDR_tJfyLCQ,Restaurant,9490 W Lake Mead Blvd Summerlin Las Vegas NV 89134,0,0,0,0,0,0,0,0,0,0,0,3.5,
-CIZh4JOZuOEbSzLVrAIGw,Restaurant,6320 E Charleston Boulevard Sunrise Las Vegas NV 89142,1,0,1,0,1,0,1,0,0,0,0,4.5,
RR7nf12D8cOkNi6HQAQbBA,Restaurant,5811 E Charleston Blvd Sunrise Las Vegas NV 89142,1,0,1,0,0,0,0,0,0,0,0,1.0,
KLRHYLnVch4x2bJXK9hmAQ,Restaurant,5725 E Charleston Blvd Sunrise Las Vegas NV 89142,1,0,1,0,0,0,0,1,0,0,0,3.5,
BpEFRLfOIpwd06y-xEm88w,Restaurant,1280 N Town Center Dr Summerlin Las Vegas NV 89144,1,0,1,0,1,0,0,0,0,0,0,3.0,
B3eO8HjT8APDNLW6PSx5lA,Restaurant,1220 N Town Ctr Dr Summerlin Las Vegas NV 89144,1,0,1,0,1,0,1,0,0,0,0,4.0,
wv-U4BHulKC0OxjkP5zPqw,Restaurant,1260 N Town Center Dr Summerlin Las Vegas NV 89144,1,0,1,0,1,0,0,0,0,0,0,3.0,
1MJ5xmHmeCiau07X2bQyUQ,Restaurant,5960 Spring Mountain Rd Chinatown Las Vegas NV 89146,1,0,1,0,1,0,1,0,0,0,0,4.0,
T4AyBSffvi3prLrw0H2enA,Restaurant,6362 W Sahara Ave Westside Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,4.0,
_ZyJLAlkmqefU0WXQ2o6jQ,Restaurant,6500 W Sahara Ave Westside Las Vegas NV 89146,1,0,1,0,1,0,1,0,0,0,0,4.0,
3DHwRjWomOtnxM1v6-bPEQ,Restaurant,6870 Spring Mountain Rd Ste 6 Chinatown Las Vegas NV 89146,1,0,1,0,1,0,1,0,0,0,0,3.5,
KJnVuzpveyDrHARVNZaYVg,Restaurant,115 E Tropicana Ave Southeast Las Vegas NV 89109,1,0,1,0,1,0,0,0,0,0,0,2.5,
33aOj9haiHsULCUmFOZ7uQ,Restaurant,5650 Spring Mountain Rd Chinatown Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,3.5,
rExmZxKkcO0VfOVMo-w66g,Restaurant,3310 S Jones Blvd Ste A Westside Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,3.0,
1zgwmE26LtJH5C1mD6MQpw,Restaurant,2205 S Rainbow Blvd Westside Las Vegas NV 89146,1,0,0,0,0,0,0,0,0,0,0,2.0,
R_os9qwoga12ksSzAwZdoA,Restaurant,2257 S Rainbow Blvd Westside Las Vegas NV 89146,1,0,1,0,0,0,0,0,0,0,0,3.5,
O1NBNVfXWmk3CvszAhOEoQ,Restaurant,5300 Spring Mountain Rd Chinatown Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,4.5,
VGfxLCiUYKjE-LreN6r50A,Restaurant,6360 W Charleston Blvd Westside Las Vegas NV 89146,1,0,1,0,0,0,0,0,0,0,0,2.0,
bWXWJcw22ri0bkZwmDEkWQ,Restaurant,6101 W Charleston Blvd Westside Las Vegas NV 89146,1,0,0,0,0,0,0,0,0,0,0,3.0,
1syMfUAu8so1wjntLW8Y8Q,Restaurant,1112 S Rainbow Blvd Westside Las Vegas NV 89146,1,0,1,0,0,0,0,0,0,0,0,5.0,
QDLYkhj0yS47Qgziw1DDHA,Restaurant,5900 W Charleston Blvd Westside Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,4.0,
kr9gePdA-ds4ltXLlH3M_A,Restaurant,4833 W Charleston Blvd Westside Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,1,4.0,
ME0olHUKPsJ9spaLudZlYA,Restaurant,2380 S Rainbow Blvd Westside Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,3.0,
YTbSJITWKp_QgfY2vrXvSQ,Restaurant,3409 S Jones Blvd Chinatown Las Vegas NV 89146,1,0,0,0,1,0,1,0,0,0,0,4.0,
AqE6eArwtYYO-iazkL37yQ,Restaurant,6111 W Sahara Ave Westside Las Vegas NV 89146,1,0,1,0,0,0,0,0,0,0,0,2.5,
jOMTNCPSiUIdToLtc5y4Fw,Restaurant,1810 S Rainbow Blvd Westside Las Vegas NV 89146,1,0,1,0,1,0,1,0,0,0,0,4.0,
y4oY9fiyTgkcewPGP3OGXQ,Restaurant,1745 S. Rainbow Blvd. Suite A Westside Las Vegas NV 89146,1,0,1,0,0,0,0,0,0,0,0,2.5,
zcZP9NIFwo16JTN5estcsg,Restaurant,1151 S Rainbow Blvd Westside Las Vegas NV 89146,1,0,0,0,0,0,0,0,0,0,0,3.0,
gwAIppG7JZRmqnV7ywmJxQ,Restaurant,6110 W Sahara Ave Westside Las Vegas NV 89102,1,0,1,0,0,0,0,0,0,0,0,2.5,
rmna5Vh8PnfHsmwx1p4GYg,Restaurant,3307 S Jones Blvd Westside Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,4.0,
gj_8sI7cjD_1pH6gPBcNRg,Restaurant,2340 S Rainbow Blvd Westside Las Vegas NV 89146,1,0,1,0,0,0,0,0,0,0,0,1.5,
zN33MhQmlCB3yhlunL4M9Q,Restaurant,4970 Spring Mountain Rd Chinatown Las Vegas NV 89146,1,0,1,0,0,0,0,0,0,0,0,3.0,
3ZVFdP5Xp9JZAKQkT98kDQ,Restaurant,6125 Spring Mountain Road Chinatown Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,3.0,
S4nbHSW29N0rcXkIlA-wbQ,Restaurant,6455 W Sahara Ave Westside Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,3.0,
ZqJQSSmHtoAx0O_SGz3piQ,Restaurant,5900 W Charleston Blvd Westside Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,4.0,
G2AqHSVc8t6I21qiHeq7jA,Restaurant,5589 W Charleston Blvd Westside Las Vegas NV 89146,1,0,1,0,1,0,1,0,0,0,0,3.5,
_MuHx0aYUfLbNzkqJ2uBWg,Restaurant,4851 W Charleston Blvd Westside Las Vegas NV 89146,1,0,1,0,1,0,1,0,0,0,1,3.0,
7Mgly28cnzY-2py2ClEjiA,Restaurant,2400 S Jones Blvd Westside Las Vegas NV 89146,1,0,1,0,1,0,1,0,0,0,0,4.0,
tJhh6NDsNIwWMpxlP-0F7g,Restaurant,5825 W Sahara Ave Ste A Westside Las Vegas NV 89146,1,0,1,0,1,0,1,0,0,0,0,4.5,
8871Si56d_dc0igE3TRpgA,Restaurant,5755 Spring Mountain Rd Chinatown Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,4.5,
5geSNRVBlvhoJlRK1zAS0g,Restaurant,5600 Spring Mountain Rd Ste A Chinatown Las Vegas NV 89146,1,0,1,0,1,0,1,0,0,0,0,3.5,
ZBC-1VWUU5WpKlPokxJZZg,Restaurant,6870 Spring Mountain Rd Ste 4 Chinatown Las Vegas NV 89146,1,0,0,0,0,0,0,0,0,0,0,3.0,
gSTHZH478BJIKAx7IKD2sA,Restaurant,3485 S Rainbow Blvd Chinatown Las Vegas NV 89146,1,0,1,0,0,0,0,0,0,0,0,2.0,
Xnwjo2TUu4AyGdmsxeG7OQ,Restaurant,5300 Spring Mountain Rd Ste 107 Chinatown Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,3.0,
POdn5abX1-lW0qns9cDd_A,Restaurant,6700 W Charleston Blvd Westside Las Vegas NV 89146,1,0,0,0,1,0,0,0,0,0,0,3.0,
WospRNxNAnsHcC5o6xPI2A,Restaurant,1760 S Rainbow Boulevard Westside Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,3.5,
uEZWVN-ehk_XyDh0Dujh0w,Restaurant,5119 W Charleston Blvd Westside Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,3.5,
uybZVwl43IwaKAeRqkb3Zg,Restaurant,6118 W Charleston Blvd Westside Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,4.0,
3YLo7L0_1_Hy9SIuDrDceg,Restaurant,5239 W Charleston Blvd Westside Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,3.5,
4sTUCAAzenGzgG2w7ry1zQ,Restaurant,6148 W Charleston Blvd Westside Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,3.5,
s84xnG8SvqI6EIjF3Za-UQ,Restaurant,1980 S Rainbow Blvd 120 Westside Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,4.0,
ubwHoadNnVfMB9dFV2uyTQ,Restaurant,6155 W Sahara Ave Ste 1&3 Westside Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,3.5,
9zUwgCWOi3rDvyoeDdx5pg,Restaurant,5240 S Fort Apache Rd Spring Valley Las Vegas NV 89148,1,0,1,0,0,0,0,0,0,0,0,3.5,
urbAi2atIC9Z_dlHQNmlLg,Restaurant,5200 S Fort Apache Road Spring Valley Las Vegas NV 89148,1,0,0,0,0,0,0,0,0,0,0,2.0,
X4G7Zr-7fOr1bBP4iiONuw,Restaurant,5790 S Fort Apache Rd Spring Valley Las Vegas NV 89148,1,0,1,0,1,0,0,0,0,0,0,3.0,
ZygV0bo1lfQ1ZRnVc0Uwlw,Restaurant,5130 South Fort Apache Road Spring Valley Las Vegas NV 89148,1,0,1,0,1,0,0,0,0,0,0,3.5,
t02b8iqce8ZU4y6tpBQXSg,Restaurant,5130 S Fort Apache Rd Ste 215 Spring Valley Las Vegas NV 89148,1,0,1,0,0,0,0,0,0,0,0,3.5,
2gWBfd2t7ta7lBaNZPfX5Q,Restaurant,5260 S Fort Apache Rd Spring Valley Las Vegas NV 89148,0,0,1,1,1,0,1,0,0,0,0,3.0,
8kmIIK2YE6Rcg3HaDVha3w,Restaurant,Harrahs Las Vegas 3475 S Las Vegas Blvd The Strip Las Vegas NV 89152,0,0,1,0,1,0,1,0,0,0,0,4.0,
RKI9xvPSuI6mWXMjfdnjXw,Restaurant,6895 E Lake Mead Blvd Ste A3 Sunrise Las Vegas NV 89156,1,0,1,0,0,0,0,0,0,0,0,4.0,
TZ5AAHJ4JCCBje5pEE6rLA,Restaurant,6895 E Lake Mead Blvd Suite 10 Sunrise Las Vegas NV 89156,0,0,0,1,0,0,0,0,0,0,0,4.5,
nV79jhp3QzgSwV49bRTxiA,Restaurant,6055 E Lake Mead Blvd Sunrise Las Vegas NV 89156,1,0,1,0,0,0,0,0,0,0,0,3.5,
wAu9-jVLS-ygIPr4t8iCEA,Restaurant,5185 E Lake Mead Blvd Sunrise Las Vegas NV 89156,1,0,1,0,1,0,0,0,0,0,1,4.5,
JBtHmLIXJprdHV2xMa0KKQ,Restaurant,6055 E Lake Mead Blvd Sunrise Las Vegas NV 89156,1,0,1,0,1,0,1,0,0,0,0,4.5,
I2rMZ5t1WliK5PaGxakBUA,Restaurant,6515 E Lake Mead Blvd Sunrise Las Vegas NV 89156,1,0,1,0,0,0,0,0,0,0,0,4.0,
htsJHl2YcqwPfIbQkXrXrg,Restaurant,1450 W Horizon Ridge Pkwy Las Vegas NV 89156,1,0,1,0,1,0,0,0,0,1,0,3.5,
tJvUgjY7dJhCunOC10tKpg,Restaurant,6915 Blue Diamond Rd Southwest Las Vegas NV 89178,1,0,1,0,0,0,0,0,0,0,1,2.0,
cW-ulWPSSPKjMMYCqdHgeg,Restaurant,140 Allegheny River Blvd Verona PA 15147,1,0,1,0,0,0,1,0,0,0,0,4.0,
tpnEAM1bfOpz79Lvf6SmvA,Restaurant,4711 Butler St Lawrenceville Pittsburgh PA 15201,1,0,1,0,1,0,0,0,0,0,1,4.0,
mTVwpWwSPojpbShANWKfig,Restaurant,3832 Penn Ave Lawrenceville Pittsburgh PA 15201,1,0,0,0,0,0,0,0,0,0,0,4.5,
Oi8IOoJOEX9JZYK65fUrrA,Restaurant,4207 Butler St Lawrenceville Pittsburgh PA 15201,1,0,1,0,1,0,0,0,0,0,0,3.5,
RC0j-hO6kaYO067845BSzg,Restaurant,4324 Butler St Lawrenceville Pittsburgh PA 15201,1,0,1,0,0,0,0,0,0,0,0,2.5,
lVq2xqwCnccZ3oI5CdAD5Q,Restaurant,4023 Butler St Lawrenceville Pittsburgh PA 15201,1,0,1,0,1,0,0,0,0,0,0,3.5,
T4_LFnGNke1yk3k2MJjiqA,Restaurant,3509 Smallman St Lawrenceville Pittsburgh PA 15201,0,0,0,0,1,0,0,0,0,0,0,4.5,
kE8_tdip6tvt2jXp-KdwBw,Restaurant,4012 Butler St Lawrenceville Pittsburgh PA 15201,1,0,0,0,0,0,0,0,0,0,0,3.5,
6fpd8iXiUypI7eVx-hJhMA,Restaurant,3535 Butler St Lawrenceville Pittsburgh PA 15201,1,0,0,0,1,0,0,0,0,0,0,4.0,
QHI_sBKISzQsDMp2cXBXjQ,Restaurant,5438 Butler St Lawrenceville Pittsburgh PA 15201,1,0,1,0,1,0,1,0,0,0,0,3.5,
7eL9P3f3P2AmVceWnSVfiw,Restaurant,5123 Butler St Lawrenceville Pittsburgh PA 15201,1,0,1,0,0,0,1,0,0,0,0,4.5,
sF8rL9XOz4v48YdTucaBGQ,Restaurant,1828 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,1,0,1,0,0,0,0,4.5,
5K6TGz2q_3w2jGnuAjdi_Q,Restaurant,1801 East Carson Street South Side Pittsburgh PA 15203,1,0,1,0,1,0,0,0,0,1,0,3.5,
Qa2nW-WGvu6P7eccNSj2Nw,Restaurant,2013 Wharton Sq South Side Pittsburgh PA 15203,1,0,1,0,0,0,0,0,0,0,0,3.0,
xvGD0kqem6jJnbMs8_W4Uw,Restaurant,1507 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,1,0,0,0,0,0,0,4.0,
5IbZ0LjSydLAfB9NOyYOIQ,Restaurant,1514 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,1,0,0,0,0,0,0,3.0,
rellBaGc6G4mgcqSACGL5w,Restaurant,1611 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,1,0,1,0,0,0,0,3.0,
rRLLhMPgBXrtTDvOeWHZuQ,Restaurant,2612 Sarah St South Side Pittsburgh PA 15203,1,0,1,0,1,0,0,0,0,0,0,4.0,
hIA5NB8hGOoe3hUUHqg5xA,Restaurant,1301 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,0,0,0,0,0,0,0,3.5,
T4A-I02jrqPZtW2icgHJPg,Restaurant,1728 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,1,0,1,0,0,0,0,3.0,
5eCbn-WUr2YIQODHfVP7Sw,Restaurant,2019 E Carson St South Side Pittsburgh PA 15203,0,0,1,1,1,0,0,0,0,0,0,3.5,
247GgHoZztRikNUeKjkEmQ,Restaurant,2104 E Carson St South Side Pittsburgh PA 15203,0,0,1,0,1,0,1,0,0,0,0,3.5,
Bkvi-6YPbeaEYS6sNSZZ0w,Restaurant,2200 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,0,0,0,0,0,0,0,2.5,
HlZkklWH0SygopMt_48IIQ,Restaurant,1414 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,1,0,0,0,0,0,0,4.0,
ufIN_oA285Zivd-4szJKxQ,Restaurant,2316 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,1,0,0,0,0,0,1,4.5,
qM1kLyu2xAiFZdgnbTyHjA,Restaurant,2526 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,1,0,0,0,0,0,0,4.0,
CNUmBfQsHs25VnPUqvvM8Q,Restaurant,20 S 10th St South Side Pittsburgh PA 15203,1,0,0,0,0,0,0,0,0,0,0,4.5,
Rno_Ql5EgidmyZGfTxNcTQ,Restaurant,2017 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,1,0,0,0,0,0,0,2.5,
BrPTaXUVu-VH-PDFFTrmCQ,Restaurant,75 S 17th St South Side Pittsburgh PA 15203,1,0,1,0,1,0,1,0,0,0,0,3.5,
Nqw610-DAmucQvlHZvrMkg,Restaurant,2010 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,1,0,0,0,0,0,0,4.5,
ehmtix6CHtneuYXzbrSwYw,Restaurant,19 S 27th St South Side Pittsburgh PA 15203,1,0,1,0,1,0,0,0,0,0,0,4.0,
VLXFrRkD7g2eLjloFQcKfg,Restaurant,86 S 26th St South Side Pittsburgh PA 15203,1,0,1,0,1,0,0,0,0,1,0,4.0,
7GDXpAS4LUSFmzmmm3EtuQ,Restaurant,1820 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,1,0,0,0,0,0,0,2.0,
XdDSKZ_1I2qP8QHrrwmz5Q,Restaurant,2100 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,1,0,0,0,0,0,0,3.0,
m_nunIk_4iHZM39N6ejsyg,Restaurant,1715 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,1,0,0,0,0,0,0,2.5,
59jTyOmW7rRBRfVG7Uftnw,Restaurant,2341 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,0,0,0,0,0,0,0,3.5,
qUJbCo-xJ9A4nE6nXMOwIg,Restaurant,2305 E Carson St South Side Pittsburgh PA 15203,0,0,1,0,1,0,0,0,0,0,0,4.0,
p_wNn2SZ8iFtpVbetmUA_w,Restaurant,1327 East Carson Street South Side Pittsburgh PA 15203,1,0,0,0,1,0,0,0,0,0,0,4.0,
3KCL_Bu8mOk-h7Bp-IXL8Q,Restaurant,1107 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,1,0,1,0,0,0,0,4.5,
